id_venta,fecha,id_cliente,id_producto,cantidad,precio_unitario,descuento,sucursal,canal,medio_pago
V001512,28/03/2026,,P0115,2,17660,0,Centro,Local,Efectivo
V001513,07/01/2025,C0434,P0090,3,10070,0,City Bell,Local,Crédito
V001513,07/01/2025,C0434,P0031,1,34980,0,City Bell,Local,Débito
V001513,07/01/2025,C0434,P0053,1,16830,0.05,City Bell,Local,Crédito
V001513,07/01/2025,C0434,P0035,1,8540,0.15,City Bell,Local,QR
V001514,03/07/2025,C1198,P0035,2,8570,0,Ecommerce,Online,Crédito
V001514,03/07/2025,C1198,P0003,1,26860,0,Ecommerce,Online,Mercado Pago
V001515,07/05/2026,,P0121,2,15450,0,Centro,Local,Transferencia
V001516,25/11/2025,C1647,P0014,1,45280,0,Los Hornos,Local,Efectivo
V001517,17/02/2026,C0983,P0102,1,4770,0,Los Hornos,Local,Efectivo
V001518,02/06/2026,,P0084,1,4820,0.1,Centro,Local,QR
V001519,17/07/2026,C0235,P0134,1,4230,0,Los Hornos,Local,QR
V001519,17/07/2026,C0235,P0172,1,18490,0.15,Los Hornos,Local,Débito
V001519,17/07/2026,C0235,P0061,2,48810,0,Los Hornos,Local,Débito
V001520,05/01/2026,C1074,P0177,1,19430,0,Centro,Local,Débito
V001520,05/01/2026,C1074,P0154,1,5340,0,Centro,Local,Crédito
V001520,05/01/2026,C1074,P0197,2,7590,0.1,Centro,Local,Débito
V001520,05/01/2026,C1074,P0071,1,7740,0.05,Centro,Local,QR
V001521,28/07/2025,C0772,P0076,2,49920,0,Centro,Local,Crédito
V001522,25/02/2025,C0262,P0034,2,50540,0,City Bell,Local,Transferencia
V001522,25/02/2025,C0262,P0142,2,64420,0,City Bell,Local,Débito
V001522,25/02/2025,C0262,P0096,1,9710,0,City Bell,Local,Crédito
V001523,03/06/2026,C1452,P0024,1,17130,0.1,Centro,Local,Crédito
V001523,03/06/2026,C1452,P0180,1,36400,0,Centro,Local,Débito
V001523,03/06/2026,C1452,P0065,1,6630,0,Centro,Local,Transferencia
V001524,23/07/2025,C1934,P0094,2,3110,0,City Bell,Local,Efectivo
V001525,10/11/2025,C1499,P0096,1,9450,0,Ecommerce,Online,Mercado Pago
V001525,10/11/2025,C1499,P0005,1,22200,0.15,Ecommerce,Online,Crédito
V001525,10/11/2025,C1499,P0181,1,29370,0.2,Ecommerce,Online,Mercado Pago
V001525,10/11/2025,C1499,P0034,4,49790,0.1,Ecommerce,Online,Débito
V001526,01/11/2025,C1694,P0080,2,23840,0,Centro,Local,Débito
V001526,01/11/2025,C1694,P0131,1,13430,0,Centro,Local,QR
V001526,01/11/2025,C1694,P0038,1,11930,0.15,Centro,Local,Efectivo
V001527,14/01/2026,C0724,P0080,4,23470,0,City Bell,Local,Efectivo
V001527,14/01/2026,C0724,P0109,2,16960,0,City Bell,Local,Crédito
V001527,14/01/2026,C0724,P0002,1,7100,0,City Bell,Local,Efectivo
V001527,14/01/2026,C0724,P0003,1,26590,0,City Bell,Local,Efectivo
V001528,11/01/2026,C0910,P0182,1,37050,0.1,City Bell,Local,Crédito
V001528,11/01/2026,C0910,P0020,3,48830,0.2,City Bell,Local,QR
V001528,11/01/2026,C0910,P0015,1,37330,0,City Bell,Local,Crédito
V001529,08/10/2025,C0675,P0059,1,47380,0,City Bell,Local,QR
V001529,08/10/2025,C0675,P0183,4,38310,0,City Bell,Local,Crédito
V001529,08/10/2025,C0675,P0113,1,13840,0,City Bell,Local,QR
V001530,27/02/2026,C1514,P0049,2,65000,0,Los Hornos,Local,Débito
V001530,27/02/2026,C1514,P0077,1,59460,0,Los Hornos,Local,QR
V001531,24/04/2026,C0117,P0067,1,59520,0,Ecommerce,Online,Crédito
V001531,24/04/2026,C0117,P0090,2,10170,0.1,Ecommerce,Online,Débito
V001531,24/04/2026,C0117,P0187,3,22300,0.05,Ecommerce,Online,Transferencia
V001532,17/11/2025,C1120,P0002,3,6920,0,Centro,Local,Débito
V001532,17/11/2025,C1120,P0139,1,32080,0.05,Centro,Local,Débito
V001533,17/04/2026,C0175,P0013,1,54280,0,Centro,Local,Crédito
V001533,17/04/2026,C0175,P0156,1,58870,0.1,Centro,Local,Crédito
V001534,19/05/2026,C0825,P0038,1,11670,0,Centro,Local,QR
V001534,19/05/2026,C0825,P0006,1,51350,0.1,Centro,Local,Transferencia
V001534,2026-05-19,C0825,P0134,1,4180,0,Centro,Local,Crédito
V001534,19/05/2026,C0825,P0044,1,17730,0.05,Centro,Local,Transferencia
V001535,07/04/2025,C0778,P0050,4,35540,0,Centro,Local,QR
V001535,07/04/2025,C0778,P0019,1,12310,0,Centro,Local,Transferencia
V001535,07/04/2025,C0778,P0145,1,58080,0.05,Centro,Local,Transferencia
V001535,07/04/2025,C0778,P0012,1,22610,0,Centro,Local,QR
V001536,02/04/2025,C1401,P0015,2,40180,0,City Bell,Local,Crédito
V001536,02/04/2025,C1401,P0179,1,25740,0,City Bell,Local,Crédito
V001536,02/04/2025,C1401,P0159,1,64200,0,City Bell,Local,Crédito
V001536,02/04/2025,C1401,P0149,1,62760,0,City Bell,Local,Transferencia
V001537,08/05/2026,C1715,P0008,1,46630,0.05,City Bell,Local,Débito
V001538,17/07/2025,C0356,P0002,2,7810,0,City Bell,Local,QR
V001538,17/07/2025,C0356,P0089,1,5890,0.05,City Bell,Local,Efectivo
V001538,17/07/2025,C0356,P0059,1,47750,0.15,City Bell,Local,Débito
V001539,29/09/2025,C0531,P0188,1,13360,0.2,City Bell,Local,Transferencia
V001540,23/02/2026,C0379,P0112,1,13570,0,City Bell,Local,Efectivo
V001540,23/02/2026,C0379,P0091,1,7850,0.05,City Bell,Local,QR
V001541,12/06/2026,C1727,P0037,1,50650,0.05,Centro,Local,Efectivo
V001541,12/06/2026,C1727,P0025,1,34650,0,Centro,Local,Efectivo
V001541,12/06/2026,C1727,P0154,1,5350,0.1,Centro,Local,QR
V001541,12/06/2026,C1727,P0017,2,34450,0,Centro,Local,Efectivo
V001542,21/12/2025,C0398,P0014,1,44620,0,Centro,Local,Transferencia
V001542,21/12/2025,C0398,P0012,2,20960,0.05,Centro,Local,Efectivo
V001543,26/07/2026,C1091,P0076,1,55220,0,City Bell,Local,Débito
V001544,08/12/2025,C1579,P0002,1,7130,0,City Bell,Local,Transferencia
V001545,22/09/2025,C1930,P0015,2,38720,0.05,City Bell,Local,Crédito
V001546,03/12/2025,C0528,P0001,1,23070,0.05,City Bell,Local,Débito
V001546,03/12/2025,C0528,P0017,1,32540,0,City Bell,Local,Débito
V001547,05/06/2025,C1073,P0025,1,34090,0,Centro,Local,Efectivo
V001547,05/06/2025,C1073,P0004,1,27290,0,Centro,Local,Débito
V001547,05/06/2025,C1073,P0057,2,22490,0,Centro,Local,Efectivo
V001547,05/06/2025,C1073,P0125,1,5310,0,Centro,Local,QR
V001548,14/05/2026,C1901,P0161,1,53800,0,Ecommerce,Online,Débito
V001549,19/05/2025,C1241,P0114,2,8900,0,Los Hornos,Local,Débito
V001549,19/05/2025,C1241,P0108,1,3680,0,Los Hornos,Local,Débito
V001549,19/05/2025,C1241,P0054,2,22000,0,Los Hornos,Local,Crédito
V001549,19/05/2025,C1241,P0022,1,6360,0,Los Hornos,Local,QR
V001550,22/11/2025,C1125,P0018,1,14100,0,Los Hornos,Local,Efectivo
V001550,22/11/2025,C1125,P0006,1,51450,0.2,Los Hornos,Local,QR
V001550,22/11/2025,C1125,P0174,1,74780,0,Los Hornos,Local,QR
V001551,05/04/2026,C0574,P0004,1,27020,0.15,Centro,Local,Efectivo
V001551,05/04/2026,C0574,P0196,1,26730,0,Centro,Local,Efectivo
V001551,05/04/2026,C0574,P0015,3,40010,0.1,Centro,Local,Débito
V001551,05/04/2026,C0574,P0178,2,35880,0,Centro,Local,Crédito
V001552,12/07/2026,C1072,P0159,1,59960,0.05,Centro,Local,Débito
V001552,12/07/2026,C1072,P0079,1,44080,0,Centro,Local,Efectivo
V001552,12/07/2026,C1072,P0013,2,58510,0.2,Centro,Local,QR
V001553,01/05/2025,C1481,P0010,1,4550,0.05,Los Hornos,Local,Crédito
V001553,01/05/2025,C1481,P0177,3,19460,0.15,Los Hornos,Local,Efectivo
V001553,01/05/2025,C1481,P0001,1,24950,0,Los Hornos,Local,Efectivo
V001554,24/02/2025,C1345,P0122,1,10900,0.05,City Bell,Local,Débito
V001554,24/02/2025,C1345,P0119,1,6820,0,City Bell,Local,Débito
V001555,09/07/2026,C0070,P0012,1,21000,0,City Bell,Local,QR
V001556,25/08/2025,C0602,P0007,2,19390,0.1,Centro,Local,Débito
V001557,14/07/2025,C0318,P0140,1,64320,0.05,Centro,Local,Transferencia
V001557,14/07/2025,C0318,P0177,1,20130,0,Centro,Local,Efectivo
V001557,14/07/2025,C0318,P0185,1,20330,0,Centro,Local,Débito
V001558,19/05/2025,C1209,P0141,1,62870,0,Centro,Local,QR
V001559,16/07/2026,C0298,P0135,1,4980,0.05,Los Hornos,Local,Crédito
V001559,16/07/2026,C0298,P0151,1,83480,0.1,Los Hornos,Local,Transferencia
V001559,16/07/2026,C0298,P0177,3,19780,0,Los Hornos,Local,Efectivo
V001559,16/07/2026,C0298,P0100,1,6660,0.1,Los Hornos,Local,QR
V001560,01/01/2025,,P0118,1,11210,0.1,Los Hornos,Local,Efectivo
V001560,01/01/2025,,P0073,1,61190,0,Los Hornos,Local,Débito
V001561,02/11/2025,C1863,P0009,2,9550,0.1,Centro,Local,Débito
V001561,02/11/2025,C1863,P0006,1,52460,0,Centro,Local,Efectivo
V001561,02/11/2025,C1863,P0090,1,9340,0,Centro,Local,Efectivo
V001561,02/11/2025,C1863,P0007,3,20300,0,Centro,Local,Efectivo
V001562,10/05/2026,C0648,P0043,3,39200,0,Ecommerce,Online,Mercado Pago
V001562,10/05/2026,C0648,P0040,1,21320,0.15,Ecommerce,Online,Transferencia
V001562,10/05/2026,C0648,P0062,2,28890,0,Ecommerce,Online,Crédito
V001562,10/05/2026,C0648,P0104,2,5780,0.2,Ecommerce,Online,Mercado Pago
V001563,17/06/2026,C1768,P0064,1,33330,0.1,Ecommerce,Online,Crédito
V001563,17/06/2026,C1768,P0109,1,17020,0.1,Ecommerce,Online,Débito
V001563,17/06/2026,C1768,P0144,1,38950,0,Ecommerce,Online,Mercado Pago
V001563,17/06/2026,C1768,P0142,2,59120,0.1,Ecommerce,Online,Transferencia
V001564,17/08/2026,C1153,P0100,1,6600,0,Ecommerce,Online,Transferencia
V001565,14/02/2026,C0322,P0018,1,13710,0,Centro,Local,Crédito
V001565,14/02/2026,C0322,P0112,1,13090,0,Centro,Local,QR
V001565,14/02/2026,C0322,P0029,1,39970,0,Centro,Local,Transferencia
V001566,13/01/2026,C0442,P0040,1,21830,0,City Bell,Local,QR
V001566,13/01/2026,C0442,P0002,1,7780,0.15,City Bell,Local,Crédito
V001566,13/01/2026,C0442,P0155,1,38500,0.1,City Bell,Local,QR
V001567,15/01/2026,C0631,P0030,1,21070,0,Centro,Local,Efectivo
V001567,15/01/2026,C0631,P0066,1,68550,0,Centro,Local,Efectivo
V001568,30/06/2025,C0974,P0034,1,47480,0.05,Centro,Local,Efectivo
V001568,30/06/2025,C0974,P0055,1,36420,0.1,Centro,Local,Efectivo
V001569,01/07/2025,C1456,P0006,1,48280,0,Centro,Local,Transferencia
V001569,01/07/2025,C1456,P0003,1,25710,0.05,Centro,Local,Débito
V001569,01/07/2025,C1456,P0009,1,9450,0.15,Centro,Local,Débito
V001570,03/03/2025,,P0002,1,7920,0,Los Hornos,Local,QR
V001570,03/03/2025,,P0064,2,31760,0,Los Hornos,Local,Débito
V001570,03/03/2025,,P0150,2,33130,0.05,Los Hornos,Local,Transferencia
V001570,03/03/2025,,P0010,1,4500,0,Los Hornos,Local,Débito
V001571,03/02/2026,C0982,P0025,1,33930,0,Centro,Local,Efectivo
V001571,03/02/2026,C0982,P0153,1,37680,0,Centro,Local,Efectivo
V001571,03/02/2026,C0982,P0011,4,35250,0,Centro,Local,Débito
V001571,03/02/2026,C0982,P0027,1,21910,0,Centro,Local,Transferencia
V001572,17/01/2025,C0132,P0078,1,53970,0,Centro,Local,Efectivo
V001573,03/03/2025,C0123,P0014,1,46540,0,City Bell,Local,Efectivo
V001573,03/03/2025,C0123,P0156,1,55540,0.1,City Bell,Local,Efectivo
V001573,03/03/2025,C0123,P0115,1,16210,0,City Bell,Local,Débito
V001574,03/09/2025,C1308,P0128,1,13280,0,City Bell,Local,Transferencia
V001575,12/06/2025,C0963,P0190,3,15530,0,Los Hornos,Local,Transferencia
V001575,12/06/2025,C0963,P0016,3,70100,0,Los Hornos,Local,Crédito
V001576,16/06/2025,C1880,P0132,2,18800,0.1,Centro,Local,Débito
V001576,16/06/2025,C1880,P0019,1,12880,0,Centro,Local,Débito
V001576,16/06/2025,C1880,P0012,1,20670,0.1,Centro,Local,Transferencia
V001577,12/07/2025,C0426,P0096,2,8940,0,Centro,Local,Efectivo
V001577,12/07/2025,C0426,P0172,1,18280,0,Centro,Local,Transferencia
V001577,12/07/2025,C0426,P0068,1,31300,0,Centro,Local,Transferencia
V001578,30/11/2025,C1914,P0168,1,3280,0.1,Centro,Local,Débito
V001578,30/11/2025,C1914,P0108,2,3740,0,Centro,Local,Débito
V001579,10/06/2026,C0973,P0137,1,44040,0,Centro,Local,QR
V001579,10/06/2026,C0973,P0081,1,9000,0,Centro,Local,Efectivo
V001580,17/06/2025,C1295,P0130,2,10430,0.1,Centro,Local,QR
V001581,07/08/2026,C0096,P0180,1,37470,0.05,Ecommerce,Online,Mercado Pago
V001581,07/08/2026,C0096,P0114,1,8780,0,Ecommerce,Online,Crédito
V001581,07/08/2026,C0096,P0048,1,54430,0.05,Ecommerce,Online,Débito
V001581,07/08/2026,C0096,P0088,1,10870,0.05,Ecommerce,Online,Mercado Pago
V001582,04/10/2025,C1745,P0049,1,65350,0.1,Centro,Local,Débito
V001582,04/10/2025,C1745,P0060,1,54440,0.2,Centro,Local,Crédito
V001583,20/02/2026,C1598,P0009,1,9090,0,Centro,Local,Transferencia
V001583,20/02/2026,C1598,P0001,1,25210,0,Centro,Local,Efectivo
V001584,18/02/2025,C1158,P0088,2,10930,0.1,Centro,Local,Débito
V001584,18/02/2025,C1158,P0062,1,28210,0.05,Centro,Local,Transferencia
V001585,22/05/2026,,P0024,1,18670,0,Centro,Local,Débito
V001586,19/10/2025,,P0103,1,2590,0,Centro,Local,Efectivo
V001586,19/10/2025,,P0024,3,19510,0.05,Centro,Local,Transferencia
V001586,19/10/2025,,P0121,1,15380,0,Centro,Local,Débito
V001586,19/10/2025,,P0010,2,4390,0.05,Centro,Local,QR
V001587,30/12/2025,C0338,P0018,1,13330,0,Los Hornos,Local,Transferencia
V001587,30/12/2025,C0338,P0159,1,62240,0,Los Hornos,Local,QR
V001587,30/12/2025,C0338,P0171,2,49340,0,Los Hornos,Local,Débito
V001588,14/11/2025,C0263,P0099,1,7440,0,City Bell,Local,Débito
V001589,07/03/2026,C1640,P0139,2,32900,0.15,Ecommerce,Online,Crédito
V001589,07/03/2026,C1640,P0172,1,18400,0.2,Ecommerce,Online,Débito
V001589,07/03/2026,C1640,P0045,2,55240,0,Ecommerce,Online,Transferencia
V001590,09/06/2026,C0328,P0052,1,4270,0,Ecommerce,Online,Transferencia
V001590,09/06/2026,C0328,P0139,1,29420,0,Ecommerce,Online,Mercado Pago
V001591,18/09/2025,C0246,P0047,1,36980,0,Los Hornos,Local,Efectivo
V001591,18/09/2025,C0246,P0005,1,22590,0,Los Hornos,Local,QR
V001592,19/08/2025,C1378,P0007,2,20420,0.1,Centro,Local,QR
V001592,19/08/2025,C1378,P0045,1,59000,0,Centro,Local,Transferencia
V001592,19/08/2025,C1378,P0065,1,6460,0.05,Centro,Local,Débito
V001592,19/08/2025,C1378,P0109,1,18150,0,Centro,Local,Débito
V001593,17/04/2025,C0052,P0005,3,21320,0.05,Los Hornos,Local,Transferencia
V001594,21/07/2026,C0079,P0040,1,21120,0,City Bell,Local,QR
V001594,21/07/2026,C0079,P0194,3,20970,0,City Bell,Local,Efectivo
V001594,21/07/2026,C0079,P0071,2,8520,0,City Bell,Local,Transferencia
V001595,11/03/2025,C1001,P0051,1,24690,0,Ecommerce,Online,Transferencia
V001596,18/05/2025,C0058,P0070,1,63830,0,City Bell,Local,Crédito
V001596,18/05/2025,C0058,P0043,2,37750,0.15,City Bell,Local,Efectivo
V001596,18/05/2025,C0058,P0035,4,9280,0.05,City Bell,Local,Efectivo
V001596,18/05/2025,C0058,P0001,2,24210,0.05,City Bell,Local,Efectivo
V001597,13/02/2026,C0888,P0103,1,2820,0,Centro,Local,Transferencia
V001597,13/02/2026,C0888,P0001,1,25480,0.1,Centro,Local,Crédito
V001598,17/05/2026,C1842,P0170,1,17960,0.2,Los Hornos,Local,Crédito
V001598,17/05/2026,C1842,P0060,1,58360,0,Los Hornos,Local,Transferencia
V001599,25/10/2025,C0333,P0031,1,35030,0,Centro,Local,Transferencia
V001599,25/10/2025,C0333,P0007,1,20600,0,Centro,Local,Crédito
V001599,25/10/2025,C0333,P0020,1,46950,0,Centro,Local,QR
V001599,25/10/2025,C0333,P0032,1,29100,0,Centro,Local,QR
V001600,10/02/2026,C1173,P0018,3,12480,0.1,Ecommerce,Online,Crédito
V001600,10/02/2026,C1173,P0162,1,36390,0,Ecommerce,Online,Transferencia
V001600,10/02/2026,C1173,P0040,4,19600,0,Ecommerce,Online,Crédito
V001601,22/11/2025,C0294,P0152,1,52320,0.1,Centro,Local,Efectivo
V001601,22/11/2025,C0294,P0095,1,8090,0,Centro,Local,Débito
V001601,22/11/2025,C0294,P0019,2,12770,0,Centro,Local,Crédito
V001601,22/11/2025,C0294,P0040,4,19900,0,Centro,Local,Transferencia
V001602,18/02/2025,C1053,P0009,1,9240,0,City Bell,Local,Débito
V001603,07/03/2025,,P0061,1,46480,0,Centro,Local,QR
V001604,11/04/2026,C0531,P0030,2,21290,0,Centro,Local,QR
V001604,11/04/2026,C0531,P0114,1,8630,0,Centro,Local,Crédito
V001604,11/04/2026,C0531,P0151,2,82870,0.05,Centro,Local,QR
V001605,07/07/2026,C0756,P0025,1,32270,0.05,Centro,Local,Crédito
V001605,07/07/2026,C0756,P0001,1,24450,0,Centro,Local,Crédito
V001605,07/07/2026,C0756,P0058,1,15660,0.05,Centro,Local,Crédito
V001605,07/07/2026,C0756,P0146,3,37150,0.15,Centro,Local,Débito
V001606,03/12/2025,C0403,P0029,3,39570,0,Centro,Local,QR
V001606,03/12/2025,C0403,P0180,1,36680,0.05,Centro,Local,Efectivo
V001606,03/12/2025,C0403,P0005,2,20860,0.05,Centro,Local,Efectivo
V001606,03/12/2025,C0403,P0102,1,4550,0.05,Centro,Local,Efectivo
V001607,24/05/2026,,P0150,2,33790,0,Ecommerce,Online,Crédito
V001607,24/05/2026,,P0091,1,8000,0,Ecommerce,Online,Débito
V001607,24/05/2026,,P0019,1,12460,0,Ecommerce,Online,Transferencia
V001608,20/07/2026,C1940,P0012,2,21250,0,Ecommerce,Online,Transferencia
V001609,13/08/2026,C1753,P0012,1,23290,0,Ecommerce,Online,Mercado Pago
V001609,13/08/2026,C1753,P0168,1,3220,0.1,Ecommerce,Online,Débito
V001610,13/09/2025,C0059,P0106,1,4470,0,Centro,Local,Débito
V001610,13/09/2025,C0059,P0128,1,12600,0,Centro,Local,Transferencia
V001610,13/09/2025,C0059,P0028,1,33560,0,Centro,Local,Efectivo
V001611,28/07/2025,,P0055,1,37670,0.05,Centro,Local,QR
V001611,28/07/2025,,P0007,1,19180,0,Centro,Local,Efectivo
V001611,28/07/2025,,P0130,2,10360,0.05,Centro,Local,QR
V001611,28/07/2025,,P0148,1,41740,0,Centro,Local,Crédito
V001612,23/06/2025,C1579,P0043,1,36240,0,Ecommerce,Online,Crédito
V001613,14/06/2026,C0368,P0098,1,7120,0,City Bell,Local,QR
V001613,14/06/2026,C0368,P0068,2,30030,0,City Bell,Local,Débito
V001613,14/06/2026,C0368,P0122,1,12080,0,City Bell,Local,QR
V001613,14/06/2026,C0368,P0036,1,47410,0,City Bell,Local,Efectivo
V001614,18/03/2026,C1478,P0064,1,31100,0.05,Centro,Local,QR
V001614,18/03/2026,C1478,P0024,1,19440,0.05,Centro,Local,Transferencia
V001615,07/04/2026,C0797,P0017,1,33760,0,Centro,Local,Crédito
V001615,07/04/2026,C0797,P0005,1,21960,0,Centro,Local,Débito
V001616,29/10/2025,C1106,P0085,1,3490,0,Ecommerce,Online,Débito
V001616,29/10/2025,C1106,P0043,2,39010,0,Ecommerce,Online,Mercado Pago
V001616,29/10/2025,C1106,P0028,1,31050,0.1,Ecommerce,Online,Mercado Pago
V001616,29/10/2025,C1106,P0012,1,21660,0.1,Ecommerce,Online,Transferencia
V001617,21/02/2026,C0113,P0115,1,16490,0,Centro,Local,QR
V001617,21/02/2026,C0113,P0018,1,13520,0.05,Centro,Local,Transferencia
V001617,21/02/2026,C0113,P0154,1,4850,0.2,Centro,Local,Efectivo
V001618,13/03/2026,C0145,P0156,1,53840,0,City Bell,Local,Crédito
V001618,13/03/2026,C0145,P0100,1,6150,0.15,City Bell,Local,Débito
V001619,01/01/2025,C1092,P0181,1,28920,0.05,City Bell,Local,Transferencia
V001619,01/01/2025,C1092,P0061,1,46040,0.2,City Bell,Local,QR
V001619,01/01/2025,C1092,P0064,3,32000,0.1,City Bell,Local,Débito
V001619,01/01/2025,C1092,P0163,2,69140,0.1,City Bell,Local,Débito
V001620,05/03/2026,C1986,P0051,1,24540,0,Ecommerce,Online,Débito
V001620,05/03/2026,C1986,P0140,1,69990,0,Ecommerce,Online,Mercado Pago
V001620,05/03/2026,C1986,P0012,1,22980,0.2,Ecommerce,Online,Débito
V001621,21/06/2025,C1479,P0119,2,7180,0,Centro,Local,Crédito
V001621,21/06/2025,C1479,P0024,2,18030,0,Centro,Local,Efectivo
V001621,21/06/2025,C1479,P0015,1,40830,0,Centro,Local,Transferencia
V001621,21/06/2025,C1479,P0036,2,49910,0.05,Centro,Local,Débito
V001622,15/04/2025,C1205,P0062,1,29400,0,Centro,Local,Efectivo
V001622,15/04/2025,C1205,P0063,2,15020,0.1,Centro,Local,Transferencia
V001623,26/01/2025,,P0076,3,54580,0,Ecommerce,Online,Débito
V001624,21/02/2026,C0153,P0040,1,20590,0.1,Ecommerce,Online,Mercado Pago
V001624,21/02/2026,C0153,P0106,3,4800,0.05,Ecommerce,Online,Mercado Pago
V001624,21/02/2026,C0153,P0122,1,12020,0.2,Ecommerce,Online,Débito
V001625,14/07/2025,C1483,P0038,1,11640,0.05,City Bell,Local,QR
V001625,14/07/2025,C1483,P0105,2,3380,0,City Bell,Local,Débito
V001625,14/07/2025,C1483,P0193,1,27970,0.15,City Bell,Local,QR
V001625,14/07/2025,C1483,P0001,2,25510,0,City Bell,Local,Crédito
V001626,12/07/2025,C0968,P0021,1,53060,0,Centro,Local,Efectivo
V001627,04/12/2025,C0176,P0066,1,64890,0.05,Ecommerce,Online,Débito
V001627,04/12/2025,C0176,P0009,2,9200,0,Ecommerce,Online,Crédito
V001627,04/12/2025,C0176,P0146,1,38030,0,Ecommerce,Online,Transferencia
V001628,15/04/2025,C1611,P0002,1,7530,0,Centro,Local,QR
V001628,15/04/2025,C1611,P0016,1,65800,0,Centro,Local,QR
V001628,15/04/2025,C1611,P0013,1,56870,0,Centro,Local,Débito
V001628,15/04/2025,C1611,P0191,3,11890,0,Centro,Local,Débito
V001629,02/08/2026,C0613,P0093,1,11610,0,Ecommerce,Online,Transferencia
V001630,04/02/2026,C0544,P0118,1,11190,0,City Bell,Local,QR
V001631,09/07/2025,C1992,P0053,1,18480,0,Los Hornos,Local,Transferencia
V001631,09/07/2025,C1992,P0192,1,25610,0.15,Los Hornos,Local,Efectivo
V001631,09/07/2025,C1992,P0001,1,23250,0.1,Los Hornos,Local,Débito
V001632,15/06/2025,C1992,P0032,1,29020,0,City Bell,Local,Efectivo
V001632,15/06/2025,C1992,P0090,1,9300,0,City Bell,Local,Transferencia
V001632,15/06/2025,C1992,P0078,2,54380,0.1,City Bell,Local,Transferencia
V001632,15/06/2025,C1992,P0026,2,12980,0.05,City Bell,Local,Crédito
V001633,16/04/2026,C0960,P0005,1,21290,0,Centro,Local,Crédito
V001633,16/04/2026,C0960,P0080,1,25510,0.15,Centro,Local,Transferencia
V001633,16/04/2026,C0960,P0024,2,18560,0.05,Centro,Local,QR
V001633,16/04/2026,C0960,P0002,1,7630,0.15,Centro,Local,Débito
V001634,11/07/2025,C0105,P0002,1,7170,0.15,City Bell,Local,Crédito
V001634,11/07/2025,C0105,P0045,2,56820,0.05,City Bell,Local,Efectivo
V001635,02/07/2025,C0103,P0076,1,49420,0.1,Ecommerce,Online,Mercado Pago
V001635,02/07/2025,C0103,P0028,1,34000,0.05,Ecommerce,Online,Transferencia
V001635,02/07/2025,C0103,P0195,1,28200,0,Ecommerce,Online,Transferencia
V001635,02/07/2025,C0103,P0098,2,6420,0,Ecommerce,Online,Transferencia
V001636,23/03/2026,C1537,P0033,1,50480,0,Los Hornos,Local,Efectivo
V001636,23/03/2026,C1537,P0006,1,48420,0.05,Los Hornos,Local,QR
V001636,23/03/2026,C1537,P0169,2,58970,0,Los Hornos,Local,QR
V001636,23/03/2026,C1537,P0022,1,6170,0,Los Hornos,Local,Débito
V001637,13/06/2026,C1246,P0099,1,6690,0,City Bell,Local,QR
V001637,13/06/2026,C1246,P0015,2,40410,0,City Bell,Local,Transferencia
V001637,13/06/2026,C1246,P0009,3,9200,0.05,City Bell,Local,QR
V001638,21/07/2026,C0493,P0014,1,44500,0,City Bell,Local,Transferencia
V001639,30/05/2026,C0191,P0097,2,9620,0,Centro,Local,Transferencia
V001639,30/05/2026,C0191,P0157,2,35970,0.1,Centro,Local,Débito
V001639,30/05/2026,C0191,P0166,1,33650,0,Centro,Local,Crédito
V001639,30/05/2026,C0191,P0025,2,30930,0,Centro,Local,QR
V001640,01/01/2025,C0407,P0183,1,37890,0.15,Centro,Local,Transferencia
V001640,01/01/2025,C0407,P0150,1,34300,0.05,Centro,Local,Crédito
V001641,10/07/2025,C1393,P0099,3,7080,0,Centro,Local,QR
V001641,10/07/2025,C1393,P0179,1,25220,0,Centro,Local,Crédito
V001641,10/07/2025,C1393,P0016,2,64540,0,Centro,Local,QR
V001641,10/07/2025,C1393,P0100,1,5970,0.05,Centro,Local,QR
V001642,05/11/2025,C1482,P0055,3,33050,0,Centro,Local,Débito
V001642,05/11/2025,C1482,P0010,1,4410,0.1,Centro,Local,Crédito
V001642,05/11/2025,C1482,P0109,1,16840,0.05,Centro,Local,QR
V001643,03/05/2026,C0405,P0046,2,37420,0.15,Ecommerce,Online,Crédito
V001644,17/08/2026,C0614,P0016,1,68090,0.05,Ecommerce,Online,Transferencia
V001645,25/05/2026,C0470,P0075,1,43380,0.05,Centro,Local,Transferencia
V001645,25/05/2026,C0470,P0069,1,62650,0,Centro,Local,Crédito
V001645,25/05/2026,C0470,P0197,1,7640,0,Centro,Local,Crédito
V001646,13/01/2026,C1248,P0014,2,49610,0,City Bell,Local,QR
V001646,13/01/2026,C1248,P0071,1,8310,0,City Bell,Local,Efectivo
V001647,24/12/2025,C1004,P0043,1,36980,0,Ecommerce,Online,Mercado Pago
V001648,19/06/2026,C1812,P0003,1,24360,0,Centro,Local,Crédito
V001648,19/06/2026,C1812,P9999,2,34810,0,Centro,Local,Crédito
V001648,19/06/2026,C1812,P0014,1,43790,0,Centro,Local,QR
V001649,26/06/2025,C0191,P0008,1,47670,0.1,Los Hornos,Local,Transferencia
V001649,26/06/2025,C0191,P0199,3,21620,0.1,Los Hornos,Local,Efectivo
V001649,26/06/2025,C0191,P0052,2,4300,0,Los Hornos,Local,Efectivo
