fecha,sucursal,id_producto,stock_actual,stock_minimo,fecha_original,fecha_invalida,fecha_fuera_rango,stock_actual_invalido,stock_minimo_invalido,requiere_revision,motivo_revision,producto_existe,producto,categoria,subcategoria,marca,costo,precio_lista,proveedor
2026-08-31,Centro,P0154,5,2.0,31/08/2026,False,False,False,False,False,,True,Osspret Correa Perro XL,Accesorios,Perro,Osspret,2700.0,5000.0,Pet Supply BA
2026-08-31,Centro,P0155,2,2.0,31/08/2026,False,False,False,False,False,,True,Vitalcan Juguete Gato XS,Accesorios,Gato,Vitalcan,,36600.0,Mayorista Animalia
2026-08-31,Centro,P0156,3,2.0,31/08/2026,False,False,False,False,False,,True,Nutribon Correa General S,Accesorios,General,Nutribon,32500.0,56100.0,Veterinaria Central
2026-08-31,Centro,P0157,5,2.0,31/08/2026,False,False,False,False,False,,True,Royal Canin Juguete Perro M,Accesorios,Perro,Royal Canin,21100.0,33900.0,EcoPet Distribuciones
2026-08-31,Centro,P0158,1,2.0,31/08/2026,False,False,False,False,False,,True,Whiskas Correa Gato L,Accesorios,Gato,Whiskas,49900.0,73000.0,NutriPet Sur
2026-08-31,Centro,P0159,3,2.0,31/08/2026,False,False,False,False,False,,True,Osspret Juguete General XL,Accesorios,General,Osspret,47800.0,62000.0,Accesorios Huella
2026-08-31,Centro,P0160,5,2.0,31/08/2026,False,False,False,False,False,,True,Vitalcan Correa Perro XS,Accesorios,Perro,Vitalcan,33500.0,50500.0,Distribuidora Patitas
2026-08-31,Centro,P0161,2,2.0,31/08/2026,False,False,False,False,False,,True,Nutribon Juguete Gato S,Accesorios,Gato,Nutribon,38700.0,57700.0,Mundo Mascota
2026-08-31,Centro,P0162,13,2.0,31/08/2026,False,False,False,False,False,,True,Royal Canin Correa General M,Accesorios,General,Royal Canin,25400.0,35200.0,Pet Supply BA
2026-08-31,Centro,P0163,4,2.0,31/08/2026,False,False,False,False,False,,True,Whiskas Juguete Perro L,Accesorios,Perro,Whiskas,40600.0,65300.0,Mayorista Animalia
2026-08-31,Centro,P0164,4,2.0,31/08/2026,False,False,False,False,False,,True,Osspret Correa Gato XL,Accesorios,Gato,Osspret,13500.0,17600.0,Veterinaria Central
2026-08-31,Centro,P0165,1,2.0,31/08/2026,False,False,False,False,False,,True,Vitalcan Juguete General XS,Accesorios,General,Vitalcan,46900.0,81000.0,EcoPet Distribuciones
2026-08-31,Centro,P0166,0,2.0,31/08/2026,False,False,False,False,False,,True,Nutribon Correa Perro S,Accesorios,Perro,Nutribon,26400.0,35100.0,NutriPet Sur
2026-08-31,Centro,P0168,2,2.0,31/08/2026,False,False,False,False,False,,True,Whiskas Correa General L,Accesorios,General,Whiskas,2200.0,3300.0,Distribuidora Patitas
2026-08-31,Centro,P0169,2,2.0,31/08/2026,False,False,False,False,False,,True,Osspret Juguete Perro XL,Accesorios,Perro,Osspret,34600.0,56200.0,Mundo Mascota
2026-08-31,Centro,P0170,3,2.0,31/08/2026,False,False,False,False,False,,True,Vitalcan Correa Gato XS,Accesorios,Gato,Vitalcan,10200.0,19000.0,Pet Supply BA
2026-08-31,Centro,P0171,7,2.0,31/08/2026,False,False,False,False,False,,True,Nutribon Juguete General S,Accesorios,General,Nutribon,33700.0,51800.0,Mayorista Animalia
2026-08-31,Centro,P0172,0,2.0,31/08/2026,False,False,False,False,False,,True,Royal Canin Correa Perro M,Accesorios,Perro,Royal Canin,15100.0,19500.0,Veterinaria Central
2026-08-31,Centro,P0173,2,2.0,31/08/2026,False,False,False,False,False,,True,Whiskas Juguete Gato L,Accesorios,Gato,Whiskas,13100.0,19800.0,EcoPet Distribuciones
2026-08-31,Centro,P0174,4,2.0,31/08/2026,False,False,False,False,False,,True,Osspret Correa General XL,Accesorios,General,Osspret,41000.0,77000.0,NutriPet Sur
2026-08-31,Centro,P0175,4,2.0,31/08/2026,False,False,False,False,False,,True,Vitalcan Juguete Perro XS,Accesorios,Perro,Vitalcan,35800.0,51600.0,Accesorios Huella
2026-08-31,Centro,P0176,3,2.0,31/08/2026,False,False,False,False,False,,True,Nutribon Pipeta Perro Mediano,Salud,Perro,Nutribon,10300.0,13400.0,Distribuidora Patitas
2026-08-31,Centro,P0177,4,2.0,31/08/2026,False,False,False,False,False,,True,Royal Canin Antipulgas Gato Grande,Salud,Gato,Royal Canin,14400.0,20000.0,Mundo Mascota
2026-08-31,Centro,P0178,4,2.0,31/08/2026,False,False,False,False,False,,True,Whiskas Vitaminas Perro 30 u.,Salud,Perro,Whiskas,23100.0,36000.0,Pet Supply BA
2026-08-31,Centro,P0179,9,2.0,31/08/2026,False,False,False,False,False,,True,Osspret Pipeta Gato 60 u.,Salud,Gato,Osspret,19200.0,25100.0,Mayorista Animalia
2026-08-31,Centro,P0180,4,2.0,31/08/2026,False,False,False,False,False,,True,Vitalcan Antipulgas Perro Pequeño,Salud,Perro,Vitalcan,28800.0,37800.0,Veterinaria Central
2026-08-31,Centro,P0181,5,2.0,31/08/2026,False,False,False,False,False,,True,Nutribon Vitaminas Gato Mediano,Salud,Gato,Nutribon,19500.0,30500.0,EcoPet Distribuciones
2026-08-31,Centro,P0182,4,2.0,31/08/2026,False,False,False,False,False,,True,Royal Canin Pipeta Perro Grande,Salud,Perro,Royal Canin,25400.0,36300.0,NutriPet Sur
2026-08-31,Centro,P0183,3,2.0,31/08/2026,False,False,False,False,False,,True,Whiskas Antipulgas Gato 30 u.,Salud,Gato,Whiskas,22000.0,37000.0,
2026-08-31,Centro,P0184,12,2.0,31/08/2026,False,False,False,False,False,,True,Osspret Vitaminas Perro 60 u.,Salud,Perro,Osspret,26100.0,37100.0,Distribuidora Patitas
2026-08-31,Centro,P0185,8,2.0,31/08/2026,False,False,False,False,False,,True,Vitalcan Pipeta Gato Pequeño,Salud,Gato,Vitalcan,14100.0,19600.0,Mundo Mascota
2026-08-31,Centro,P0186,4,2.0,31/08/2026,False,False,False,False,False,,True,Nutribon Antipulgas Perro Mediano,Salud,Perro,Nutribon,5800.0,9500.0,Pet Supply BA
2026-08-31,Centro,P0187,4,2.0,31/08/2026,False,False,False,False,False,,True,Royal Canin Vitaminas Gato Grande,Salud,Gato,Royal Canin,14000.0,21500.0,Mayorista Animalia
2026-08-31,Centro,P0188,2,2.0,31/08/2026,False,False,False,False,False,,True,Whiskas Pipeta Perro 30 u.,Salud,Perro,Whiskas,9300.0,14000.0,Veterinaria Central
2026-08-31,Centro,P0189,1,2.0,31/08/2026,False,False,False,False,False,,True,Osspret Antipulgas Gato 60 u.,Salud,Gato,Osspret,,7100.0,EcoPet Distribuciones
2026-08-31,Centro,P0190,1,2.0,31/08/2026,False,False,False,False,False,,True,Vitalcan Vitaminas Perro Pequeño,Salud,Perro,Vitalcan,8400.0,14700.0,NutriPet Sur
2026-08-31,Centro,P0191,0,2.0,31/08/2026,False,False,False,False,False,,True,Nutribon Pipeta Gato Mediano,Salud,Gato,Nutribon,6700.0,11200.0,Accesorios Huella
2026-08-31,Centro,P0192,0,2.0,31/08/2026,False,False,False,False,False,,True,Royal Canin Antipulgas Perro Grande,Salud,Perro,Royal Canin,16400.0,24700.0,Distribuidora Patitas
2026-08-31,Centro,P0193,1,2.0,31/08/2026,False,False,False,False,False,,True,Whiskas Vitaminas Gato 30 u.,Salud,Gato,Whiskas,20300.0,27900.0,Mundo Mascota
2026-08-31,Centro,P0194,5,2.0,31/08/2026,False,False,False,False,False,,True,Osspret Pipeta Perro 60 u.,Salud,Perro,Osspret,11400.0,20400.0,Pet Supply BA
2026-08-31,Centro,P0195,0,2.0,31/08/2026,False,False,False,False,False,,True,Vitalcan Antipulgas Gato Pequeño,Salud,Gato,Vitalcan,21700.0,29100.0,Mayorista Animalia
2026-08-31,Centro,P0196,2,2.0,31/08/2026,False,False,False,False,False,,True,Nutribon Vitaminas Perro Mediano,Salud,Perro,Nutribon,15400.0,25000.0,Veterinaria Central
2026-08-31,Centro,P0197,1,2.0,31/08/2026,False,False,False,False,False,,True,Royal Canin Pipeta Gato Grande,Salud,Gato,Royal Canin,5600.0,7300.0,EcoPet Distribuciones
2026-08-31,Centro,P0198,2,2.0,31/08/2026,False,False,False,False,False,,True,Whiskas Antipulgas Perro 30 u.,Salud,Perro,Whiskas,6600.0,9400.0,NutriPet Sur
2026-08-31,Centro,P0199,11,2.0,31/08/2026,False,False,False,False,False,,True,Osspret Vitaminas Gato 60 u.,Salud,Gato,Osspret,16100.0,21500.0,Accesorios Huella
2026-08-31,Centro,P0200,2,2.0,31/08/2026,False,False,False,False,False,,True,Vitalcan Pipeta Perro Pequeño,Salud,Perro,Vitalcan,6700.0,12500.0,Distribuidora Patitas
2026-08-31,City Bell,P0001,38,8.0,31/08/2026,False,False,False,False,False,,True,Pedigree Cachorro Perro 3 kg,Alimentos,Perro,Pedigree,15300.0,23900.0,Mundo Mascota
2026-08-31,City Bell,P0002,4,4.0,31/08/2026,False,False,False,False,False,,True,"König Piel sensible Gato 7,5 kg",Alimentos,Gato,König,4500.0,7400.0,Pet Supply BA
2026-08-31,City Bell,P0003,10,4.0,31/08/2026,False,False,False,False,False,,True,Excellent Premium Perro 10 kg,Alimentos,Perro,Excellent,13800.0,25300.0,Mayorista Animalia
2026-08-31,City Bell,P0004,8,3.0,31/08/2026,False,False,False,False,False,,True,Balanced Cachorro Gato 15 kg,Alimentos,Gato,Balanced,14100.0,26300.0,Veterinaria Central
2026-08-31,City Bell,P0005,8,3.0,31/08/2026,False,False,False,False,False,,True,Catit Piel sensible Perro 1 kg,Alimentos,Perro,Catit,13600.0,22300.0,EcoPet Distribuciones
2026-08-31,City Bell,P0006,5,3.0,2026-08-31,False,False,False,False,False,,True,Pedigree Premium Gato 3 kg,Alimentos,Gato,Pedigree,30200.0,50600.0,NutriPet Sur
2026-08-31,City Bell,P0007,4,2.0,31/08/2026,False,False,False,False,False,,True,"König Cachorro Perro 7,5 kg",Alimentos,Perro,König,11900.0,19400.0,Accesorios Huella
2026-08-31,City Bell,P0008,3,3.0,31/08/2026,False,False,False,False,False,,True,Excellent Piel sensible Gato 10 kg,Alimentos,Gato,Excellent,31000.0,46000.0,Distribuidora Patitas
2026-08-31,City Bell,P0009,2,2.0,31/08/2026,False,False,False,False,False,,True,Balanced Premium Perro 15 kg,Alimentos,Perro,Balanced,6600.0,9100.0,Mundo Mascota
2026-08-31,City Bell,P0010,5,2.0,31/08/2026,False,False,False,False,False,,True,Catit Cachorro Gato 1 kg,Alimentos,Gato,Catit,3100.0,4600.0,Pet Supply BA
2026-08-31,City Bell,P0011,5,2.0,31/08/2026,False,False,False,False,False,,True,Pedigree Piel sensible Perro 3 kg,Alimentos,Perro,Pedigree,24100.0,33800.0,Mayorista Animalia
2026-08-31,City Bell,P0012,13,2.0,31/08/2026,False,False,False,False,False,,True,"König Premium Gato 7,5 kg",Alimentos,Gato,König,11800.0,22200.0,Veterinaria Central
2026-08-31,City Bell,P0013,9,2.0,31/08/2026,False,False,False,False,False,,True,Excellent Cachorro Perro 10 kg,Alimentos,Perro,Excellent,,56400.0,EcoPet Distribuciones
2026-08-31,City Bell,P0014,5,2.0,31/08/2026,False,False,False,False,False,,True,Balanced Piel sensible Gato 15 kg,Alimentos,Gato,Balanced,32000.0,46800.0,NutriPet Sur
2026-08-31,City Bell,P0015,4,2.0,31/08/2026,False,False,False,False,False,,True,Catit Premium Perro 1 kg,Alimentos,Perro,Catit,24500.0,38800.0,Accesorios Huella
2026-08-31,City Bell,P0016,4,2.0,31/08/2026,False,False,False,False,False,,True,Pedigree Cachorro Gato 3 kg,Alimentos,Gato,Pedigree,52700.0,67800.0,Distribuidora Patitas
2026-08-31,City Bell,P0017,5,2.0,31/08/2026,False,False,False,False,False,,True,"König Piel sensible Perro 7,5 kg",Alimentos,Perro,König,23600.0,32400.0,Mundo Mascota
2026-08-31,City Bell,P0018,3,2.0,31/08/2026,False,False,False,False,False,,True,Excellent Premium Gato 10 kg,Alimentos,Gato,Excellent,7200.0,13300.0,Pet Supply BA
2026-08-31,City Bell,P0019,6,3.0,31/08/2026,False,False,False,False,False,,True,Balanced Cachorro Perro 15 kg,Alimentos,Perro,Balanced,7700.0,12900.0,Mayorista Animalia
2026-08-31,City Bell,P0020,1,2.0,31/08/2026,False,False,False,False,False,,True,Catit Piel sensible Gato 1 kg,Alimentos,Gato,Catit,37200.0,48400.0,Veterinaria Central
2026-08-31,City Bell,P0021,5,2.0,31/08/2026,False,False,False,False,False,,True,Pedigree Premium Perro 3 kg,Alimentos,Perro,Pedigree,28300.0,49700.0,EcoPet Distribuciones
2026-08-31,City Bell,P0022,14,2.0,31/08/2026,False,False,False,False,False,,True,"König Cachorro Gato 7,5 kg",Alimentos,Gato,König,4500.0,6500.0,NutriPet Sur
2026-08-31,City Bell,P0023,4,2.0,31/08/2026,False,False,False,False,False,,True,Excellent Piel sensible Perro 10 kg,Alimentos,Perro,Excellent,54578.0,53400.0,Accesorios Huella
2026-08-31,City Bell,P0024,0,3.0,31/08/2026,False,False,False,False,False,,True,Balanced Premium Gato 15 kg,Alimentos,Gato,Balanced,11200.0,18300.0,Distribuidora Patitas
2026-08-31,City Bell,P0025,7,3.0,31/08/2026,False,False,False,False,False,,True,Catit Cachorro Perro 1 kg,Alimentos,Perro,Catit,21600.0,32700.0,Mundo Mascota
2026-08-31,City Bell,P0026,4,2.0,31/08/2026,False,False,False,False,False,,True,Pedigree Piel sensible Gato 3 kg,Alimentos,Gato,Pedigree,8000.0,13400.0,Pet Supply BA
2026-08-31,City Bell,P0027,3,2.0,31/08/2026,False,False,False,False,False,,True,"König Premium Perro 7,5 kg",Alimentos,Perro,König,11900.0,21500.0,Mayorista Animalia
2026-08-31,City Bell,P0028,2,2.0,31/08/2026,False,False,False,False,False,,True,Excellent Cachorro Gato 10 kg,Alimentos,Gato,Excellent,23700.0,31900.0,Veterinaria Central
2026-08-31,City Bell,P0029,4,2.0,31/08/2026,False,False,False,False,False,,True,Balanced Piel sensible Perro 15 kg,Alimentos,Perro,Balanced,22400.0,40900.0,EcoPet Distribuciones
2026-08-31,City Bell,P0030,5,2.0,31/08/2026,False,False,False,False,False,,True,Catit Premium Gato 1 kg,Alimentos,Gato,Catit,16700.0,21700.0,NutriPet Sur
2026-08-31,City Bell,P0031,0,2.0,31/08/2026,False,False,False,False,False,,True,Pedigree Cachorro Perro 3 kg,Alimentos,Perro,Pedigree,20800.0,34700.0,Accesorios Huella
2026-08-31,City Bell,P0032,3,2.0,31/08/2026,False,False,False,False,False,,True,"König Piel sensible Gato 7,5 kg",Alimentos,Gato,König,18800.0,29400.0,
2026-08-31,City Bell,P0033,5,2.0,31/08/2026,False,False,False,False,False,,True,Excellent Premium Perro 10 kg,Alimentos,Perro,Excellent,34900.0,49800.0,Mundo Mascota
2026-08-31,City Bell,P0034,5,2.0,31/08/2026,False,False,False,False,False,,True,Balanced Cachorro Gato 15 kg,Alimentos,Gato,Balanced,32000.0,49600.0,Pet Supply BA
2026-08-31,City Bell,P0035,4,2.0,31/08/2026,False,False,False,False,False,,True,Catit Piel sensible Perro 1 kg,Alimentos,Perro,Catit,4800.0,8700.0,Mayorista Animalia
2026-08-31,City Bell,P0036,1,2.0,31/08/2026,False,False,False,False,False,,True,Pedigree Premium Gato 3 kg,Alimentos,Gato,Pedigree,29700.0,48500.0,Veterinaria Central
2026-08-31,City Bell,P0037,4,2.0,31/08/2026,False,False,False,False,False,,True,"König Cachorro Perro 7,5 kg",Alimentos,Perro,König,31800.0,50200.0,EcoPet Distribuciones
2026-08-31,City Bell,P0038,0,2.0,31/08/2026,False,False,False,False,False,,True,Excellent Piel sensible Gato 10 kg,Alimentos,Gato,Excellent,7700.0,11900.0,NutriPet Sur
2026-08-31,City Bell,P0039,2,2.0,31/08/2026,False,False,False,False,False,,True,Balanced Premium Perro 15 kg,Alimentos,Perro,Balanced,40600.0,65600.0,Accesorios Huella
2026-08-31,City Bell,P0040,2,2.0,31/08/2026,False,False,False,False,False,,True,Catit Cachorro Gato 1 kg,Alimentos,Gato,Catit,11400.0,20500.0,Distribuidora Patitas
2026-08-31,City Bell,P0041,2,2.0,31/08/2026,False,False,False,False,False,,True,Pedigree Piel sensible Perro 3 kg,Alimentos,Perro,Pedigree,35000.0,48200.0,Mundo Mascota
2026-08-31,City Bell,P0042,4,2.0,31/08/2026,False,False,False,False,False,,True,"König Premium Gato 7,5 kg",Alimentos,Gato,König,22200.0,34400.0,Pet Supply BA
2026-08-31,City Bell,P0043,5,2.0,31/08/2026,False,False,False,False,False,,True,Excellent Cachorro Perro 10 kg,Alimentos,Perro,Excellent,25000.0,38300.0,Mayorista Animalia
2026-08-31,City Bell,P0044,0,2.0,31/08/2026,False,False,False,False,False,,True,Balanced Piel sensible Gato 15 kg,Alimentos,Gato,Balanced,14400.0,18600.0,Veterinaria Central
2026-08-31,City Bell,P0045,5,2.0,31/08/2026,False,False,False,False,False,,True,Catit Premium Perro 1 kg,Alimentos,Perro,Catit,39700.0,59100.0,EcoPet Distribuciones
2026-08-31,City Bell,P0046,2,2.0,31/08/2026,False,False,False,False,False,,True,Pedigree Cachorro Gato 3 kg,Alimentos,Gato,Pedigree,29500.0,39500.0,NutriPet Sur
2026-08-31,City Bell,P0047,4,2.0,31/08/2026,False,False,False,False,False,,True,"König Piel sensible Perro 7,5 kg",Alimentos,Perro,König,19200.0,36000.0,Accesorios Huella
2026-08-31,City Bell,P0048,14,2.0,31/08/2026,False,False,False,False,False,,True,Excellent Premium Gato 10 kg,Alimentos,Gato,Excellent,37600.0,51200.0,Distribuidora Patitas
2026-08-31,City Bell,P0050,3,2.0,31/08/2026,False,False,False,False,False,,True,Catit Piel sensible Gato 1 kg,Alimentos,Gato,Catit,26100.0,35000.0,Pet Supply BA
2026-08-31,City Bell,P0051,1,2.0,31/08/2026,False,False,False,False,False,,True,Pedigree Premium Perro 3 kg,Alimentos,Perro,Pedigree,15500.0,23600.0,Mayorista Animalia
2026-08-31,City Bell,P0052,4,2.0,31/08/2026,False,False,False,False,False,,True,"König Cachorro Gato 7,5 kg",Alimentos,Gato,König,3100.0,4500.0,Veterinaria Central
2026-08-31,City Bell,P0053,13,2.0,31/08/2026,False,False,False,False,False,,True,Excellent Piel sensible Perro 10 kg,Alimentos,Perro,Excellent,9900.0,17800.0,EcoPet Distribuciones
2026-08-31,City Bell,P0054,1,2.0,31/08/2026,False,False,False,False,False,,True,Balanced Premium Gato 15 kg,Alimentos,Gato,Balanced,16100.0,21900.0,NutriPet Sur
2026-08-31,City Bell,P0055,2,2.0,31/08/2026,False,False,False,False,False,,True,Catit Cachorro Perro 1 kg,Alimentos,Perro,Catit,21200.0,35500.0,Accesorios Huella
2026-08-31,City Bell,P0056,11,2.0,31/08/2026,False,False,False,False,False,,True,Pedigree Piel sensible Gato 3 kg,Alimentos,Gato,Pedigree,41200.0,65500.0,Distribuidora Patitas
2026-08-31,City Bell,P0057,2,2.0,31/08/2026,False,False,False,False,False,,True,"König Premium Perro 7,5 kg",Alimentos,Perro,König,15900.0,21400.0,Mundo Mascota
2026-08-31,City Bell,P0058,2,2.0,31/08/2026,False,False,False,False,False,,True,Excellent Cachorro Gato 10 kg,Alimentos,Gato,Excellent,10100.0,16400.0,Pet Supply BA
2026-08-31,City Bell,P0059,5,2.0,31/08/2026,False,False,False,False,False,,True,Balanced Piel sensible Perro 15 kg,Alimentos,Perro,Balanced,33300.0,44700.0,Mayorista Animalia
2026-08-31,City Bell,P0060,12,2.0,31/08/2026,False,False,False,False,False,,True,Catit Premium Gato 1 kg,Alimentos,Gato,Catit,33500.0,58000.0,Veterinaria Central
2026-08-31,City Bell,P0061,1,2.0,31/08/2026,False,False,False,False,False,,True,Pedigree Cachorro Perro 3 kg,Alimentos,Perro,Pedigree,26200.0,47400.0,EcoPet Distribuciones
2026-08-31,City Bell,P0062,1,2.0,31/08/2026,False,False,False,False,False,,True,"König Piel sensible Gato 7,5 kg",Alimentos,Gato,König,18500.0,28400.0,NutriPet Sur
2026-08-31,City Bell,P0063,3,2.0,31/08/2026,False,False,False,False,False,,True,Excellent Premium Perro 10 kg,Alimentos,Perro,Excellent,9200.0,14100.0,Accesorios Huella
2026-08-31,City Bell,P0064,4,2.0,31/08/2026,False,False,False,False,False,,True,Balanced Cachorro Gato 15 kg,Alimentos,Gato,Balanced,,33100.0,Distribuidora Patitas
2026-08-31,City Bell,P0065,3,2.0,31/08/2026,False,False,False,False,False,,True,Catit Piel sensible Perro 1 kg,Alimentos,Perro,Catit,4900.0,6600.0,Mundo Mascota
2026-08-31,City Bell,P0066,4,2.0,31/08/2026,False,False,False,False,False,,True,Pedigree Premium Gato 3 kg,Alimentos,Gato,Pedigree,50100.0,67600.0,Pet Supply BA
2026-08-31,City Bell,P0067,5,2.0,31/08/2026,False,False,False,False,False,,True,"König Cachorro Perro 7,5 kg",Alimentos,Perro,König,46000.0,60500.0,Mayorista Animalia
2026-08-31,City Bell,P0068,3,2.0,31/08/2026,False,False,False,False,False,,True,Excellent Piel sensible Gato 10 kg,Alimentos,Gato,Excellent,19900.0,31600.0,Veterinaria Central
2026-08-31,City Bell,P0069,2,2.0,31/08/2026,False,False,False,False,False,,True,Balanced Premium Perro 15 kg,Alimentos,Perro,Balanced,37400.0,64700.0,EcoPet Distribuciones
2026-08-31,City Bell,P0070,2,2.0,31/08/2026,False,False,False,False,False,,True,Catit Cachorro Gato 1 kg,Alimentos,Gato,Catit,34300.0,60400.0,NutriPet Sur
2026-08-31,City Bell,P0071,2,2.0,31/08/2026,False,False,False,False,False,,True,Pedigree Piel sensible Perro 3 kg,Alimentos,Perro,Pedigree,6200.0,8100.0,Accesorios Huella
2026-08-31,City Bell,P0072,9,2.0,31/08/2026,False,False,False,False,False,,True,"König Premium Gato 7,5 kg",Alimentos,Gato,König,3600.0,6100.0,Distribuidora Patitas
2026-08-31,City Bell,P0073,5,2.0,31/08/2026,False,False,False,False,False,,True,Excellent Cachorro Perro 10 kg,Alimentos,Perro,Excellent,34500.0,58200.0,Mundo Mascota
2026-08-31,City Bell,P0074,4,2.0,31/08/2026,False,False,False,False,False,,True,Balanced Piel sensible Gato 15 kg,Alimentos,Gato,Balanced,21500.0,29100.0,Pet Supply BA
2026-08-31,City Bell,P0075,1,2.0,31/08/2026,False,False,False,False,False,,True,Catit Premium Perro 1 kg,Alimentos,Perro,Catit,29900.0,42600.0,Mayorista Animalia
2026-08-31,City Bell,P0076,3,2.0,31/08/2026,False,False,False,False,False,,True,Pedigree Cachorro Gato 3 kg,Alimentos,Gato,Pedigree,30600.0,52200.0,Veterinaria Central
2026-08-31,City Bell,P0077,2,2.0,31/08/2026,False,False,False,False,False,,True,"König Piel sensible Perro 7,5 kg",Alimentos,Perro,König,41000.0,60400.0,EcoPet Distribuciones
2026-08-31,City Bell,P0078,5,2.0,31/08/2026,False,False,False,False,False,,True,Excellent Premium Gato 10 kg,Alimentos,Gato,Excellent,40400.0,53800.0,NutriPet Sur
2026-08-31,City Bell,P0079,4,2.0,31/08/2026,False,False,False,False,False,,True,Balanced Cachorro Perro 15 kg,Alimentos,Perro,Balanced,46326.0,44900.0,Accesorios Huella
2026-08-31,City Bell,P0080,8,2.0,31/08/2026,False,False,False,False,False,,True,Catit Piel sensible Gato 1 kg,Alimentos,Gato,Catit,14500.0,24100.0,Distribuidora Patitas
2026-08-31,City Bell,P0082,0,2.0,31/08/2026,False,False,False,False,False,,True,König Galletas Gato 500 g,Snacks,Gato,König,3100.0,4500.0,Pet Supply BA
2026-08-31,City Bell,P0083,5,2.0,31/08/2026,False,False,False,False,False,,True,Excellent Mix entrenamiento Perro 150 g,Snacks,Perro,Excellent,2900.0,4800.0,Mayorista Animalia
2026-08-31,City Bell,P0084,4,2.0,31/08/2026,False,False,False,False,False,,True,Balanced Tiras Gato 500 g,Snacks,Gato,Balanced,3300.0,4900.0,Veterinaria Central
2026-08-31,City Bell,P0085,3,2.0,31/08/2026,False,False,False,False,False,,True,Catit Galletas Perro 150 g,Snacks,Perro,Catit,1900.0,3400.0,EcoPet Distribuciones
2026-08-31,City Bell,P0086,3,2.0,31/08/2026,False,False,False,False,False,,True,Pedigree Mix entrenamiento Gato 500 g,Snacks,Gato,Pedigree,6400.0,9700.0,NutriPet Sur
2026-08-31,City Bell,P0087,2,2.0,31/08/2026,False,False,False,False,False,,True,König Tiras Perro 150 g,Snacks,Perro,König,3000.0,4500.0,Accesorios Huella
2026-08-31,City Bell,P0088,4,2.0,31/08/2026,False,False,False,False,False,,True,Excellent Galletas Gato 500 g,Snacks,Gato,Excellent,6600.0,10800.0,Distribuidora Patitas
2026-08-31,City Bell,P0089,1,2.0,31/08/2026,False,False,False,False,False,,True,Balanced Mix entrenamiento Perro 150 g,Snacks,Perro,Balanced,4100.0,6100.0,Mundo Mascota
2026-08-31,City Bell,P0090,4,2.0,31/08/2026,False,False,False,False,False,,True,Catit Tiras Gato 500 g,Snacks,Gato,Catit,5500.0,9600.0,Pet Supply BA
2026-08-31,City Bell,P0091,9,2.0,31/08/2026,False,False,False,False,False,,True,Pedigree Galletas Perro 150 g,Snacks,Perro,Pedigree,6100.0,8400.0,Mayorista Animalia
2026-08-31,City Bell,P0092,2,2.0,31/08/2026,False,False,False,False,False,,True,König Mix entrenamiento Gato 500 g,Snacks,Gato,König,2000.0,3200.0,Veterinaria Central
2026-08-31,City Bell,P0093,5,2.0,31/08/2026,False,False,False,False,False,,True,Excellent Tiras Perro 150 g,Snacks,Perro,Excellent,7100.0,12100.0,EcoPet Distribuciones
2026-08-31,City Bell,P0094,2,2.0,31/08/2026,False,False,False,False,False,,True,Balanced Galletas Gato 500 g,Snacks,Gato,Balanced,2100.0,3000.0,NutriPet Sur
2026-08-31,City Bell,P0095,3,2.0,31/08/2026,False,False,False,False,False,,True,Catit Mix entrenamiento Perro 150 g,Snacks,Perro,Catit,4500.0,7900.0,Accesorios Huella
2026-08-31,City Bell,P0096,11,2.0,31/08/2026,False,False,False,False,False,,True,Pedigree Tiras Gato 500 g,Accesorios,Gato,Pedigree,6700.0,9100.0,Distribuidora Patitas
2026-08-31,City Bell,P0097,4,2.0,31/08/2026,False,False,False,False,False,,True,König Galletas Perro 150 g,Snacks,Perro,König,6200.0,9700.0,Mundo Mascota
2026-08-31,City Bell,P0098,5,2.0,31/08/2026,False,False,False,False,False,,True,Excellent Mix entrenamiento Gato 500 g,Snacks,Gato,Excellent,3800.0,6900.0,Pet Supply BA
2026-08-31,City Bell,P0099,4,2.0,31/08/2026,False,False,False,False,False,,True,Balanced Tiras Perro 150 g,Snacks,Perro,Balanced,3800.0,7000.0,Mayorista Animalia
2026-08-31,City Bell,P0100,4,2.0,31/08/2026,False,False,False,False,False,,True,Catit Galletas Gato 500 g,Snacks,Gato,Catit,3600.0,6400.0,Veterinaria Central
2026-08-31,City Bell,P0101,3,2.0,31/08/2026,False,False,False,False,False,,True,Pedigree Mix entrenamiento Perro 150 g,Snacks,Perro,Pedigree,3400.0,5100.0,EcoPet Distribuciones
2026-08-31,City Bell,P0102,2,2.0,31/08/2026,False,False,False,False,False,,True,König Tiras Gato 500 g,Snacks,Gato,König,2600.0,4600.0,NutriPet Sur
2026-08-31,City Bell,P0103,3,2.0,31/08/2026,False,False,False,False,False,,True,Excellent Galletas Perro 150 g,Snacks,Perro,Excellent,1900.0,2700.0,Accesorios Huella
2026-08-31,City Bell,P0104,2,2.0,31/08/2026,False,False,False,False,False,,True,Balanced Mix entrenamiento Gato 500 g,Snacks,Gato,Balanced,4600.0,6200.0,Distribuidora Patitas
2026-08-31,City Bell,P0105,5,2.0,31/08/2026,False,False,False,False,False,,True,Catit Tiras Perro 150 g,Snacks,Perro,Catit,2500.0,3300.0,Mundo Mascota
